word,global,noise-aware,self,top,bot
long,79.181,79.510,180.294,0.000,0.000
2003,79.287,77.742,58.702,0.000,0.000
course,125.812,125.463,162.545,0.000,0.000
flow,153.965,153.933,203.819,0.000,0.000
directly,87.775,88.357,146.084,0.000,0.000
expected,121.786,121.628,153.044,0.000,0.000
property,243.502,238.974,173.313,0.000,0.000
field,146.965,145.690,191.830,0.000,0.000
appropriate,65.597,66.257,110.902,0.000,0.000
chain,210.652,211.380,119.561,0.000,0.000
essential,77.012,78.417,139.617,0.000,0.000
safety,127.201,128.521,195.974,0.000,0.000
complete,74.343,74.140,114.954,0.000,0.000
history,206.180,208.066,262.789,0.000,0.000
access,99.768,99.684,187.156,0.000,0.000
occur,84.650,84.090,161.502,0.000,0.000
university,188.900,181.631,152.511,0.000,0.000
student,126.522,126.383,167.974,0.000,0.000
005,143.305,143.861,142.728,0.000,0.000
around,112.139,108.703,174.254,0.000,0.000
admission,254.803,251.195,303.224,0.000,0.000
bacteria,144.795,148.730,168.824,0.000,0.000
antibiotic,181.803,183.153,204.564,0.000,0.000
inflammation,201.198,200.580,224.954,0.000,0.000
capacity,113.321,112.805,145.645,0.000,0.000
position,125.280,125.025,164.162,0.000,0.000
taken,93.855,95.719,190.221,0.000,0.000
evaluation,69.057,68.258,109.211,0.000,0.000
fact,75.341,75.737,98.303,0.000,0.000
take,76.413,75.859,228.870,0.000,0.000
necessary,68.900,69.721,132.340,0.000,0.000
brain,131.672,130.387,188.262,0.000,0.000
holder,310.692,309.333,348.297,0.000,0.000
cat,142.035,143.704,146.815,0.000,0.000
person,92.831,91.375,172.049,0.000,0.000
node,203.820,204.138,202.349,0.000,0.000
stress,124.524,127.433,187.069,0.000,0.000
2014,96.260,94.120,77.011,0.000,0.000
protection,144.069,143.006,238.495,0.000,0.000
funder,455.532,456.648,451.540,0.000,0.000
sign,245.354,245.045,296.800,0.000,0.000
primer,323.871,328.518,307.495,0.000,0.000
natural,105.330,103.520,148.442,0.000,0.000
formation,166.082,167.862,151.105,0.000,0.000
2013,97.691,96.067,75.437,0.000,0.000
context,77.623,77.843,107.097,0.000,0.000
complication,199.511,200.816,217.556,0.000,0.000
develop,91.227,90.871,150.775,0.000,0.000
training,114.451,114.638,191.453,0.000,0.000
observation,111.881,112.754,117.551,0.000,0.000
calculated,193.609,193.490,208.304,0.000,0.000
probability,204.970,203.750,216.623,0.000,0.000
concern,78.836,78.977,187.426,0.000,0.000
granted,210.108,207.675,311.580,0.000,0.000
resistance,194.673,196.462,241.378,0.000,0.000
2015,88.354,87.533,75.280,0.000,0.000
generated,100.132,99.316,125.633,0.000,0.000
administration,221.115,215.706,253.334,0.000,0.000
room,150.124,145.589,268.593,0.000,0.000
usually,55.738,56.423,115.808,0.000,0.000
2012,101.667,99.086,77.755,0.000,0.000
consistent,133.376,133.038,163.425,0.000,0.000
screening,151.470,149.904,199.856,0.000,0.000
become,98.064,98.550,208.911,0.000,0.000
focus,86.184,85.711,152.739,0.000,0.000
understanding,151.156,149.370,235.160,0.000,0.000
immunity,301.638,301.347,261.462,0.000,0.000
2010,77.854,74.073,49.901,0.000,0.000
rather,77.144,78.461,102.610,0.000,0.000
cycle,171.199,172.863,130.010,0.000,0.000
physical,104.556,103.721,160.154,0.000,0.000
inhibition,210.043,210.929,207.293,0.000,0.000
upon,110.615,108.571,194.486,0.000,0.000
finally,65.322,65.418,78.910,0.000,0.000
entry,200.217,195.316,247.856,0.000,0.000
donor,139.500,139.548,127.553,0.000,0.000
healthy,161.200,159.920,205.119,0.000,0.000
worker,149.677,149.711,206.679,0.000,0.000
approximately,81.966,82.575,78.812,0.000,0.000
2005,74.895,72.748,46.173,0.000,0.000
influence,160.459,156.777,236.972,0.000,0.000
staff,165.371,163.575,245.648,0.000,0.000
isolation,156.865,157.016,163.619,0.000,0.000
onset,171.281,171.432,184.678,0.000,0.000
tract,249.294,246.667,269.458,0.000,0.000
index,151.613,150.682,208.195,0.000,0.000
scale,143.072,142.627,175.906,0.000,0.000
situation,69.358,67.927,140.827,0.000,0.000
best,90.978,90.117,162.483,0.000,0.000
peak,143.129,145.833,110.766,0.000,0.000
city,106.114,105.345,111.727,0.000,0.000
functional,118.592,117.551,131.211,0.000,0.000
relevant,68.124,68.380,102.936,0.000,0.000
regarding,89.552,89.532,126.217,0.000,0.000
others,76.466,77.789,106.997,0.000,0.000
produced,80.485,80.553,97.645,0.000,0.000
count,235.053,233.465,282.103,0.000,0.000
improve,86.642,86.628,180.405,0.000,0.000
prevent,92.465,90.322,190.397,0.000,0.000
together,116.069,115.105,172.991,0.000,0.000
added,110.145,110.405,125.887,0.000,0.000
surgery,100.113,102.440,228.969,0.000,0.000
structural,147.818,148.045,153.707,0.000,0.000
length,114.949,116.556,169.012,0.000,0.000
specimen,232.232,233.613,236.672,0.000,0.000
2006,77.359,73.621,50.249,0.000,0.000
2004,73.723,70.297,47.828,0.000,0.000
