cls_name,choice_method,r,n_pos,n_neg,n_landmarks,accuracy,precision,recall,f1
cosine_05,far,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,far,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,far,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,close,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,close,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,close,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,close,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,close,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,close,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,close,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,close,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,close,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_05,close,1.0,500,500,26064,0.3411764705882353,0.6875,0.1774193548387097,0.28205128205128205
cosine_07,random,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,random,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,random,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,random,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,random,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,random,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,random,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,random,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,random,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,random,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,far,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,far,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,far,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,far,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,far,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,far,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,far,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,far,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,far,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,far,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,close,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,close,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,close,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,close,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,close,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,close,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,close,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,close,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,close,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
cosine_07,close,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
s4d,random,1.0,500,500,26064,0.35294117647058826,0.6206896551724138,0.2903225806451613,0.3956043956043956
s4d,random,1.0,500,500,26064,0.4117647058823529,0.6875,0.3548387096774194,0.4680851063829787
s4d,random,1.0,500,500,26064,0.4117647058823529,0.7727272727272727,0.27419354838709675,0.4047619047619047
s4d,random,1.0,500,500,26064,0.5529411764705883,0.6875,0.7096774193548387,0.6984126984126984
s4d,random,1.0,500,500,26064,0.6,0.8043478260869565,0.5967741935483871,0.6851851851851853
s4d,random,1.0,500,500,26064,0.611764705882353,0.7543859649122807,0.6935483870967742,0.7226890756302521
s4d,random,1.0,500,500,26064,0.6588235294117647,0.7323943661971831,0.8387096774193549,0.7819548872180452
s4d,random,1.0,500,500,26064,0.6352941176470588,0.7012987012987013,0.8709677419354839,0.7769784172661871
s4d,random,1.0,500,500,26064,0.35294117647058826,0.7058823529411765,0.1935483870967742,0.3037974683544304
s4d,random,1.0,500,500,26064,0.6470588235294118,0.7666666666666667,0.7419354838709677,0.7540983606557377
s4d,far,1.0,500,500,26064,0.36470588235294116,0.625,0.3225806451612903,0.425531914893617
s4d,far,1.0,500,500,26064,0.6705882352941176,0.7125,0.9193548387096774,0.8028169014084507
s4d,far,1.0,500,500,26064,0.3411764705882353,0.6071428571428571,0.27419354838709675,0.37777777777777777
s4d,far,1.0,500,500,26064,0.27058823529411763,0.0,0.0,0.0
s4d,far,1.0,500,500,26064,0.5294117647058824,0.7391304347826086,0.5483870967741935,0.6296296296296297
s4d,far,1.0,500,500,26064,0.6470588235294118,0.7285714285714285,0.8225806451612904,0.7727272727272727
s4d,far,1.0,500,500,26064,0.4470588235294118,0.6744186046511628,0.46774193548387094,0.5523809523809524
s4d,far,1.0,500,500,26064,0.7176470588235294,0.7261904761904762,0.9838709677419355,0.8356164383561643
s4d,far,1.0,500,500,26064,0.32941176470588235,1.0,0.08064516129032258,0.1492537313432836
s4d,far,1.0,500,500,26064,0.25882352941176473,0.3333333333333333,0.016129032258064516,0.03076923076923077
s4d,close,1.0,500,500,26064,0.3411764705882353,0.875,0.11290322580645161,0.19999999999999998
s4d,close,1.0,500,500,26064,0.5764705882352941,0.7166666666666667,0.6935483870967742,0.7049180327868854
s4d,close,1.0,500,500,26064,0.3411764705882353,0.6666666666666666,0.1935483870967742,0.30000000000000004
s4d,close,1.0,500,500,26064,0.6235294117647059,0.7205882352941176,0.7903225806451613,0.7538461538461538
s4d,close,1.0,500,500,26064,0.4,0.9230769230769231,0.1935483870967742,0.31999999999999995
s4d,close,1.0,500,500,26064,0.4823529411764706,0.6730769230769231,0.5645161290322581,0.6140350877192983
s4d,close,1.0,500,500,26064,0.4117647058823529,0.7307692307692307,0.3064516129032258,0.4318181818181818
s4d,close,1.0,500,500,26064,0.7294117647058823,0.7294117647058823,1.0,0.8435374149659863
s4d,close,1.0,500,500,26064,0.5647058823529412,0.6984126984126984,0.7096774193548387,0.704
s4d,close,1.0,500,500,26064,0.7058823529411765,0.7283950617283951,0.9516129032258065,0.8251748251748251
