language,cls_name,r,accuracy,precision,recall,f1
english,cosine_001,0.0,100,100,8079,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.0,100,100,8079,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.0,100,100,7746,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.0,100,100,6638,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.0,100,100,5839,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.0,100,100,5262,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.0,100,100,4875,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.0,100,100,4594,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.0,100,100,4364,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.0,100,100,4204,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.25,100,100,4054,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.25,100,100,3958,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.25,100,100,3886,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.25,100,100,3827,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.25,100,100,3790,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.25,100,100,3770,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.25,100,100,3744,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.25,100,100,3715,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.25,100,100,3679,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.25,100,100,3659,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.5,100,100,3647,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.5,100,100,3648,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.5,100,100,3685,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.5,100,100,3708,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.5,100,100,3702,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.5,100,100,3716,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.5,100,100,3712,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.5,100,100,3697,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.5,100,100,3736,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.5,100,100,3696,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.75,100,100,3686,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.75,100,100,3688,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.75,100,100,3686,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.75,100,100,3688,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.75,100,100,3670,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.75,100,100,3688,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.75,100,100,3656,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.75,100,100,3633,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.75,100,100,3611,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,0.75,100,100,3580,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.0,100,100,3488,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.0,100,100,3389,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.0,100,100,3354,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.0,100,100,3305,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.0,100,100,3309,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.0,100,100,3304,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.0,100,100,3286,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.0,100,100,3320,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.0,100,100,3324,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.0,100,100,3353,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.25,100,100,3317,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.25,100,100,3291,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.25,100,100,3288,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.25,100,100,3294,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
english,cosine_001,1.25,100,100,3323,0.43243243243243246,0.43243243243243246,1.0,0.6037735849056604
