dataset,normalized,r,n_pos,n_neg,choice_method,alignment,cls,accuracy,precision,recall,f1,true_negatives,false_positives,false_negatives,true_positives
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_075,0.7291666666666666,0.6428571428571429,0.5294117647058824,0.5806451612903226,26,5,8,9
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_075,0.6458333333333334,0.5,0.7058823529411765,0.5853658536585366,19,12,5,12
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_075,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_075,0.7083333333333334,0.7142857142857143,0.29411764705882354,0.4166666666666667,29,2,12,5
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.23529411764705882,0.31999999999999995,27,4,13,4
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_090,0.6875,0.6666666666666666,0.23529411764705882,0.3478260869565218,29,2,13,4
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_090,0.6666666666666666,0.6666666666666666,0.11764705882352941,0.2,30,1,15,2
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_090,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.11764705882352941,0.19047619047619047,29,2,15,2
semeval_german,True,1.1111111111111112,500,500,random,s4a,cosine_090,0.6666666666666666,0.6666666666666666,0.11764705882352941,0.2,30,1,15,2
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_050,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_075,0.6666666666666666,0.5384615384615384,0.4117647058823529,0.4666666666666667,25,6,10,7
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_075,0.7083333333333334,0.6363636363636364,0.4117647058823529,0.5,27,4,10,7
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_075,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_075,0.75,0.7777777777777778,0.4117647058823529,0.5384615384615384,29,2,10,7
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_075,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_090,0.6666666666666666,0.6666666666666666,0.11764705882352941,0.2,30,1,15,2
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_090,0.6666666666666666,0.6,0.17647058823529413,0.2727272727272727,29,2,14,3
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_090,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,1.6666666666666667,500,500,random,s4a,cosine_090,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_050,0.6041666666666666,0.46875,0.8823529411764706,0.6122448979591837,14,17,2,15
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_050,0.6041666666666666,0.46875,0.8823529411764706,0.6122448979591837,14,17,2,15
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_050,0.5208333333333334,0.425,1.0,0.5964912280701754,8,23,0,17
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_075,0.7083333333333334,0.5882352941176471,0.5882352941176471,0.5882352941176471,24,7,7,10
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_075,0.7083333333333334,0.6666666666666666,0.35294117647058826,0.46153846153846156,28,3,11,6
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_075,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_075,0.3958333333333333,0.35,0.8235294117647058,0.4912280701754386,5,26,3,14
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_075,0.6875,0.6666666666666666,0.23529411764705882,0.3478260869565218,29,2,13,4
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_090,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_090,0.625,0.3333333333333333,0.058823529411764705,0.1,29,2,16,1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_090,0.7291666666666666,0.7,0.4117647058823529,0.5185185185185185,28,3,10,7
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_090,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,2.2222222222222223,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_050,0.5208333333333334,0.425,1.0,0.5964912280701754,8,23,0,17
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_075,0.7083333333333334,0.7142857142857143,0.29411764705882354,0.4166666666666667,29,2,12,5
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_075,0.3541666666666667,0.34782608695652173,0.9411764705882353,0.5079365079365079,1,30,1,16
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_075,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_075,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_075,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_075,0.7083333333333334,0.7142857142857143,0.29411764705882354,0.4166666666666667,29,2,12,5
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_075,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_090,0.7083333333333334,0.6666666666666666,0.35294117647058826,0.46153846153846156,28,3,11,6
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_090,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_090,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_090,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_090,0.6666666666666666,0.6666666666666666,0.11764705882352941,0.2,30,1,15,2
semeval_german,True,2.7777777777777777,500,500,random,s4a,cosine_090,0.625,0.3333333333333333,0.058823529411764705,0.1,29,2,16,1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_050,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_050,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_075,0.7083333333333334,0.7142857142857143,0.29411764705882354,0.4166666666666667,29,2,12,5
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_075,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_075,0.6875,0.5416666666666666,0.7647058823529411,0.6341463414634146,20,11,4,13
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_075,0.7083333333333334,0.7142857142857143,0.29411764705882354,0.4166666666666667,29,2,12,5
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_075,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_075,0.7083333333333334,0.7142857142857143,0.29411764705882354,0.4166666666666667,29,2,12,5
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_090,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_090,0.6666666666666666,0.6,0.17647058823529413,0.2727272727272727,29,2,14,3
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_090,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.11764705882352941,0.19047619047619047,29,2,15,2
semeval_german,True,3.3333333333333335,500,500,random,s4a,cosine_090,0.6458333333333334,0.5,0.058823529411764705,0.10526315789473684,30,1,16,1
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_025,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_025,0.3541666666666667,0.3541666666666667,1.0,0.5230769230769231,0,31,0,17
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_050,0.4791666666666667,0.39473684210526316,0.8823529411764706,0.5454545454545454,8,23,2,15
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_050,0.6041666666666666,0.4722222222222222,1.0,0.6415094339622641,12,19,0,17
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_050,0.3958333333333333,0.3695652173913043,1.0,0.5396825396825397,2,29,0,17
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_050,0.6666666666666666,0.5172413793103449,0.8823529411764706,0.6521739130434783,17,14,2,15
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_050,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_075,-1,-1,-1,-1,-1,-1,-1,-1
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_075,0.7291666666666666,0.7,0.4117647058823529,0.5185185185185185,28,3,10,7
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_075,0.6875,0.5714285714285714,0.47058823529411764,0.5161290322580646,25,6,9,8
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_075,0.7291666666666666,0.6428571428571429,0.5294117647058824,0.5806451612903226,26,5,8,9
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_075,0.6875,0.625,0.29411764705882354,0.4,28,3,12,5
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_075,0.6875,0.5357142857142857,0.8823529411764706,0.6666666666666667,18,13,2,15
semeval_german,True,3.8888888888888893,500,500,random,s4a,cosine_075,-1,-1,-1,-1,-1,-1,-1,-1
